Port of Pennsauken,39.973
,-75.083
Porto di Chiavari,44.312
,9.3208
Port of Umm Qasr,30.035
,47.951
Port of Hornefors,63.608
,19.903
Port of Barcelona,41.355
,2.1700
Port of Mongla,22.487
,89.588
Roja Harbor,57.508
,22.809
Masnedo Havn,54.979
,11.891
Port of Vaksdal,60.476
,5.7364
Port of Uummannaq,70.675
,-52.121
Portneuf Harbor,46.684
,-71.880
Umbergaon Harbor,20.203
,72.752
Port of Setubal,38.490
,-8.8242
Port of Ortona,42.352
,14.415
Port of Kumpusalmi,62.879
,27.676
Port of Ancona,43.618
,13.498
Port of Iquique,-20.203
,-70.153
Port of Hill Cove,-51.497
,-60.112
Port of Hanko,59.821
,22.947
Port of Morgat,48.224
,-4.4967
Porto di Grignano,45.706
,13.712
Port of Corrientes,-27.461
,-58.835
Port of Chaguaramas,10.679
,-61.641
Port of Uglegorsk,49.078
,142.03
Isaac's Harbour,45.180
,-61.657
Port of Blang Lancang,5.2206
,97.096
Zeeland Seaports,51.397
,3.7222
Port of Niihama,33.971
,133.27
Senipah Terminal,-1.0500
,117.22
Port of Manati,21.358
,-76.825
Port of Faro,37.011
,-7.9314
Port of Maaloy,61.937
,5.1197
Port of Hai Phong,20.867
,106.68
Port of Harbour Grace,47.690
,-53.217
Port of Plaju,-2.9922
,104.83
St Helier Harbour,49.176
,-2.1158
Letang Harbor,45.074
,-66.847
Port of Tumaco,1.8086
,-78.770
Caernarfon Harbor,53.143
,-4.2767
Porto di Mola di Bari,41.059
,17.098
Port of Thorold,43.118
,-79.189
Higashikagawa Harbor,34.256
,134.36
Port of Bora-Bora,-16.517
,-151.75
Lymington Harbour,50.754
,-1.5275
Port of Punta Quilla,-50.117
,-68.411
Port of Hamina,60.533
,27.167
Haven Bandholm,54.838
,11.490
Port of Chania,35.518
,24.015
Port of Omisalj,45.214
,14.543
Torre Grande Harbor,39.903
,8.4914
Port of Mudanya,40.377
,28.881
CuxPort,53.865
,8.7114
Port of Squamish,49.683
,-123.17
Mid Yell Harbour,60.598
,-1.0589
Kirkcudbright Harbor,54.838
,-4.0531
Kashima Harbor,33.102
,130.13
Port of Baltimore,51.485
,-9.3728
Port of Clarkston,46.426
,-117.06
Marsh Harbor,26.547
,-77.056
Port Weller,43.233
,-79.217
Port of Pescara,42.468
,14.228
Port of Ambriz,-7.8331
,13.100
Port of Camaret-sur-Mer,48.278
,-4.5931
Port of Port Harcourt,4.7692
,7.0050
Bella Coola Harbour,52.374
,-126.79
Drummore Harbor,54.692
,-4.8906
Port of Wuhan,30.588
,114.30
Port of Peoria,40.669
,-89.609
Port of Comodoro Rivadavia,-45.856
,-67.466
Port of Saint-Ouen-l'Aumone,49.044
,2.0989
Quinfuquena Terminal,-6.3331
,12.167
Port of Monroe,41.902
,-83.363
Jacintoport,29.749
,-95.111
Port of Narvik,68.439
,17.420
Limerick Dock,52.663
,-8.6333
Sodus Point Harbor,43.269
,-76.976
Mevagissey Harbor,50.269
,-4.7844
Taconite Harbor,47.524
,-90.916
Port of Levanger,63.748
,11.297
Port of Poti,42.155
,41.654
Port of Barranqueras,-27.490
,-58.926
Porto Rafti,37.886
,24.013
Ocean Falls Harbour,52.351
,-127.69
Kuopio Harbour,62.888
,27.694
Port of Wujiang,31.148
,120.66
Port of Linden,6.0008
,-58.307
Port of Kuala Kapuas,-3.0231
,114.39
Port of Sauda,59.647
,6.3525
Port of Coari,-4.0833
,-63.140
Kemaman Port,4.2494
,103.46
Lefkas Marina,38.830
,20.713
Port of Caleta Olivia,-46.433
,-67.513
Port of Tanjung Pandan,-2.7500
,107.63
Jonesport Harbor,44.533
,-67.594
Port of Halmstad,56.655
,12.850
Port of San Juan,18.456
,-66.102
Port of Kaukas,61.075
,28.236
Telegraph Harbour,48.971
,-123.66
Port of Gonaives,19.448
,-72.706
Jubail Commercial Port,27.029
,49.673
Loring Harbor,55.602
,-131.64
Port of Nicaro,20.713
,-75.551
Anholt Havn,56.716
,11.511
Port of Xiamen,24.450
,118.02
Port of Truro,50.256
,-5.0436
Port of Dumai,1.6875
,101.46
Watchet Harbour,51.183
,-3.3289
Port of Kapsali,36.144
,23.001
Port of La Paz,24.169
,-110.32
Port of Basse Indre,47.198
,-1.6800
Port of Souda,35.493
,24.078
Matsuura Harbor,33.358
,129.71
Port of Sibenik,43.726
,15.896
Port of Pinghu,30.700
,121.02
Christianso Harbor,55.320
,15.186
Port of Yangpu,19.726
,109.21
Port of New Ross,52.396
,-6.9481
Grand Bank Harbour,47.100
,-55.750
Port of Flekkefjord,58.294
,6.6589
Port of Iraklion,35.346
,25.146
Grand Bank Harbour,47.100
,-55.752
Port of Presque Isle,46.580
,-87.389
Port of Xingang,38.983
,117.74
Port of Kilwa Kivinje,-8.7458
,39.415
Port of Komatsujima,34.010
,134.60
Puerto San Antonio,-33.588
,-71.619
Natashquan Harbor,50.188
,-61.834
Port of Takamatsu,34.355
,134.06
Port of Castro-Urdiales,43.381
,-3.2147
Port of Tubarao,-20.289
,-40.247
Port of Kinsale,51.700
,-8.5156
Portavogie Harbour,54.457
,-5.4394
Port of Port Esquivel,17.891
,-77.131
Port of Antibes,43.587
,7.1258
Scapa Flow,58.888
,-3.0533
Port of Cartagena,10.403
,-75.531
Wuxue Harbour,29.841
,115.57
Port of Svelgen,61.771
,5.2911
Marina di Salivoli,42.931
,10.507
Bajo Grande Refinery,10.501
,-71.614
Port of Bundaberg,-24.767
,152.39
Puerto Ventanas,-32.759
,-71.490
Porto di Marina di Massa ,44.009
,10.095
Puerto Aguirre,-18.986
,-57.707
Luka Umag Harbor,45.434
,13.518
Port of Flekkefjord,58.294
,6.6575
Port of Nanaimo,49.169
,-123.93
Port of Dapa,9.7544
,126.05
Summerside Harbor,46.389
,-63.789
Inverkeithing Harbor,56.024
,-3.3958
Port of Haeju,38.000
,125.70
Nanisivik Harbor,73.069
,-84.549
Port of Narssarssuaq,61.145
,-45.434
Port of Adamas,36.723
,24.445
Port of Piney Point,38.134
,-76.531
Port of Arzal,47.498
,-2.3806
Port of Saint-Quay-Portrieux,48.646
,-2.8214
Vang Havn,55.249
,14.736
Port of Namlea,-3.2686
,127.09
Crouch Harbour,51.624
,0.81944
Newlyn Harbour,50.104
,-5.5472
Kingsnorth Power Station,51.412
,0.60417
Port of Perm,58.016
,56.196
Port of Pointe Noire,-4.7819
,11.829
Port Panama City,30.180
,-85.729
Port of Maanshan,31.747
,118.47
Main Brook Harbor,51.182
,-56.013
Port of Kikuma,34.036
,132.84
Port of Nieuw Nickerie,5.9517
,-57.003
Port of Agotnes,60.413
,5.0136
Port of Esbjerg,55.466
,8.4342
Portsmouth Continental Ferry Port,50.808
,-1.1000
Port of Tolkkinen,60.334
,25.578
Port of Malm,64.073
,11.224
Port of Inkoo,60.043
,24.008
Port of Shingu,33.667
,135.98
Port of Skikda,36.888
,6.9058
Port Said,31.253
,32.309
Port of Ust-Luga,59.666
,28.294
Tanjung Bara Coal Terminal,0.53222
,117.65
Laxey Harbor,54.225
,-4.3894
Porto di Polignano a Mare,41.005
,17.202
Port of Maizuru,35.482
,135.39
Port of South Riding Point,26.624
,-78.227
Port of Thessaloniki,40.635
,22.918
Port of Harlingen,53.179
,5.4181
Port of Colchester,51.878
,0.93111
Port of Lanshan,35.100
,119.36
Hamble Harbour,50.866
,-1.3083
Port of Ashtabula,41.906
,-80.796
Port of Kabil,1.1711
,104.00
Port of Lapaluoto,64.661
,24.408
Marina del Cantone,40.582
,14.357
Port of Cirebon,-6.7119
,108.57
Port of Salto,-31.386
,-57.977
Port of Ancon,-11.773
,-77.181
Port of Qeqertarsuaq,69.247
,-53.547
Port of Svendborg,55.059
,10.617
Port of Beaumont,30.078
,-94.085
Port of Skardon River,-11.758
,142.07
Port of Miyazu,35.543
,135.20
Port of Rio de Janeiro,-22.883
,-43.197
Port of Toyama,36.757
,137.23
Cape May Harbor,38.951
,-74.890
Port of Baracoa,20.353
,-74.504
Killybegs Harbor,54.634
,-8.4394
Port of San Jose Buenavista,10.738
,121.94
Axmouth Harbour,50.703
,-3.0575
Port of Plymouth,16.703
,-62.222
Port of Nemrut Bay,38.794
,26.940
Port d'Evian,46.402
,6.6017
Port of Cuddalore,11.708
,79.778
Port of Ozamiz,8.1383
,123.85
Port of Tanga,-5.0656
,39.105
Allardyce Harbour,-7.7764
,158.65
Port of Port Kamsar,10.646
,-14.620
Port of Garrucha,37.182
,-1.8181
Port of Drobeta Turnu Severin,44.622
,22.658
Port of Kempo,-8.6644
,118.23
Port of Zhapu,30.586
,121.09
Sidi Kerir Terminal,31.053
,29.671
Port of Corail,18.568
,-73.891
Port of Tanjung Gerem,-5.9669
,106.00
Port of Reposaari,61.616
,21.443
Kobuchihama Harbor,38.326
,141.47
Port of Laguna,-28.498
,-48.774
Chatham Harbor,47.036
,-65.466
Port of Tulagi,-9.1014
,160.15
Port of Christiansted,17.748
,-64.703
Port of Visby,57.636
,18.279
Port of St. John's,47.563
,-52.698
Port of Lenadura,-53.222
,-70.939
Flotta Gibralter Pier,58.841
,-3.1247
Port of Chongqing,29.571
,106.56
Port of Ancon,-11.772
,-77.180
Port of Borongan,11.608
,125.45
Amakusa Harbor,32.454
,130.20
Port of Shiqiao,22.889
,113.34
Port of Yichang,30.712
,111.28
Port of Bagnoli,40.803
,14.166
Port of Kaliningrad,54.700
,20.459
Beaver Harbour,45.071
,-66.736
Port of Quemchi,-42.148
,-73.482
Port of Bing Bong,-15.628
,136.39
Pachi Oil Terminal,37.972
,23.381
Leahill Quarry Harbor,51.683
,-9.6200
Da Chan Bay Terminal One,22.544
,113.86
Port of Changzhou,31.960
,120.01
Port of Mayumba,-3.4244
,10.643
Port of Alcanar,40.552
,0.53167
Port of Vanino,49.085
,140.27
North Sydney Harbor,46.209
,-60.243
Port of Chake Chake,-5.2378
,39.730
Port of Wenzhou,27.998
,120.89
St Sampson Harbour,49.481
,-2.5142
Port of Murmansk,68.973
,33.046
Port of Cristobal Colon,10.661
,-61.938
West Burrafirth Harbour,60.295
,-1.5400
Triabunna Harbor,-42.511
,147.92
Port of Lochboisdale,57.152
,-7.3050
Port of Malindi,-3.2136
,40.127
Port of Bahezhen,30.413
,114.90
Port of Jiangyin,31.932
,120.22
Port of Koolan Island,-16.147
,123.75
Port of Isabela de Sagua,22.940
,-80.012
Port of Ile de Porquerolles,43.002
,6.2000
Port of La Paloma,-34.653
,-54.144
Port of Cardenas,23.049
,-81.196
Porto di Rapallo,44.345
,9.2328
Port of Kainan,34.153
,135.19
Port of Yaroslavl,57.634
,39.896
Port of Risdon,-42.828
,147.31
Port of Yukalpeten,21.276
,-89.701
Puerto de Los Cristianos,28.048
,-16.717
Puerto de Los Cristianos,28.048
,-16.718
Port of Edmonds,47.809
,-122.39
Port of Senbong,42.331
,130.40
Shimoda Harbor,34.669
,138.96
Port of Camarones,-44.801
,-65.709
Port of Chake Chake,-5.2403
,39.727
Port of Burtonport,54.982
,-8.4417
Port of Grimstad,58.339
,8.5956
Port of Husnes,59.874
,5.7644
Puerto Quepos,9.4247
,-84.171
Kashiwazaki Harbor,37.367
,138.53
Port of Barry,51.398
,-3.2614
Whitehaven Harbour,54.550
,-3.5933
Port of Samsun,41.300
,36.344
Port of Bontang,0.093611
,117.48
Port of Salawati,-1.3469
,130.98
Gold Beach Harbor,42.422
,-124.42
Port of Allinge,55.279
,14.802
Tarumizu Harbor,31.490
,130.69
Port of Bahia Blanca,-38.791
,-62.273
Port of Cagayan de Oro,8.5064
,124.66
Marina Laghi di Sibari ,39.728
,16.513
Port of Lappeenranta,61.065
,28.187
Port of Zhaoqing,23.044
,112.46
Port of Mtwara,-10.268
,40.198
Los Puertos de Altagracia,10.708
,-71.528
Port of Vado Ligure,44.270
,8.4481
Puerto de Ensenada,31.851
,-116.63
Port of Gaspe,48.824
,-64.439
Port of Bugo,8.5072
,124.75
Port of Mostyn,53.321
,-3.2631
Kozushima Harbor,34.210
,139.13
Port de la Pointe Rouge,43.244
,5.3656
Felixstowe Port,51.954
,1.3022
Duncan Bay Harbor,50.074
,-125.29
Port of Husnes,59.874
,5.7633
Port of Matanzas,23.051
,-81.539
Nasva Harbor,58.216
,22.395
Hammer Havn,55.278
,14.756
Port of Rouses Point,44.995
,-73.359
Malacca Port,2.2489
,102.13
Port of Sandnessjoen,66.023
,12.625
Port of Barahona,18.212
,-71.088
Port of Rota,36.619
,-6.3353
Port of Mananjary,-21.249
,48.332
Port of Bar,42.093
,19.083
Port of Sortland,68.705
,15.421
Port of Ganzhou,25.854
,114.93
Port of Songjiang,31.008
,121.22
Port of Saint Marc,19.109
,-72.703
Port of Trivandrum,8.4631
,76.924
Port of Chenglingji,29.442
,113.14
Port of Raufarhofn,66.456
,-15.946
Port of Howden,53.732
,-0.85333
Port of Cotonou,6.3467
,2.4256
Tomil Harbour,9.5133
,138.12
Port of Kirkenes,69.728
,30.059
Port of Tema,5.6319
,0.011667
Muggia Harbor,45.606
,13.767
Miyake Harbor,34.079
,139.56
Port of Sand Point,55.325
,-160.51
Port of Bharuch,21.676
,72.540
Porto di Meta,40.646
,14.406
Port of Valdivia,-39.817
,-73.232
Port of Paimboeuf,47.289
,-2.0281
Port of Digang,31.123
,118.00
Port of Havelberg,52.827
,12.074
Port of Saratov,51.486
,45.975
Port of Palopo,-2.9878
,120.21
Saulte Ste Marie Harbor,46.514
,-84.344
Port of Cebu,10.306
,123.93
Glasgow Harbour,55.863
,-4.3050
Izumi Harbor,32.128
,130.33
Port of Kenitra-Mehdia,34.270
,-6.5811
Porto di Numana,43.510
,13.625
Port of Ballina,54.133
,-9.1372
Port of Aviles,43.579
,-5.9219
Cobh Harbor,51.849
,-8.2947
Lubec Harbor,44.860
,-66.986
Port of Dumaguete,9.3119
,123.31
Port of Domvrena,38.222
,22.950
Port of Kalmar,56.659
,16.371
Port of Mutsuogawara,40.946
,141.39
Port of Mersin,36.797
,34.645
Graemsay Pier,58.931
,-3.2672
Graemsay Pier,58.931
,-3.2675
Port of Porlakshofn,63.860
,-21.370
Port of Kenosha,42.587
,-87.814
Quathiaski Cove Harbor,50.047
,-125.22
Bridport Harbour,50.711
,-2.7631
Port of Tuscaloosa,33.203
,-87.610
Port of Zhenjiang,32.221
,119.43
Port Pirie,-33.177
,138.01
Port of Sao Cristovao,-11.009
,-37.224
Port of Le Larivot,4.9028
,-52.360
Icdas Jetty,40.455
,27.301
Caolis Harbor,56.946
,-7.5333
Port of Napier,-39.475
,176.92
Port of Antirrio,38.331
,21.768
Havneby Havn,55.087
,8.5683
Porto di Santo Stefano al Mare,43.838
,7.9117
Eling Harbor,50.911
,-1.4811
Port of Balboa,8.9556
,-79.570
Port of Miragoane,18.450
,-73.107
Port of Santa Ana,7.0572
,125.60
Edgartown Harbor,41.386
,-70.507
Port of Kingsville,42.026
,-82.733
Port of Naantali,60.454
,22.058
Port of Rostov-on-Don,47.211
,39.713
Port of Savanna La Mar,18.208
,-78.134
Port of Malpe,13.346
,74.699
Port of La Guaira,10.603
,-66.944
Port of Yokosuka,35.304
,139.66
Port of Maputo,-25.973
,32.561
Port of Pamfilla,39.159
,26.531
Port of  Amuay Bay,11.748
,-70.214
Port of Haut Indre,47.192
,-1.6444
Port of Ufa,54.741
,55.920
Wyandotte Harbor,42.210
,-83.145
Port of Theoule-sur-Mer,43.508
,6.9392
Port of Verdal,63.787
,11.437
Port Wallhamn,58.009
,11.700
Puerto de Guimar,28.292
,-16.375
Port of Ajaccio,41.920
,8.7419
Port of Floro,61.598
,5.0044
Ominato Harbor,41.253
,141.14
Port of Waukegan,42.362
,-87.821
Port of Phuket,7.8189
,98.405
Port of Sauzon,47.373
,-3.2181
Port of Dalvik,65.973
,-18.527
Ports of Auckland,-36.836
,174.77
Port of Bangui,4.3569
,18.577
Port of Astrakhan,46.333
,47.994
Thomaston Harbor,44.071
,-69.184
Port of Kiel,54.331
,10.161
Port of Khanom,9.2078
,99.881
Port of Bima,-8.4478
,118.71
Port of Vadso,70.071
,29.740
Port Roussillon,42.704
,3.0364
Port of Turkmanbashi,40.000
,53.028
Port of Turkmanbashi,40.000
,53.027
Port of Oban,56.412
,-5.4764
Lympstone Harbor,50.648
,-3.4328
Port of Gdynia,54.533
,18.541
 Port de Bormes-les-Mimosas,43.123
,6.3642
Gudhjem Havne,55.213
,14.970
Hyannis Harbor,41.647
,-70.275
Port of Dholera,22.302
,72.391
Tangier Harbor,44.799
,-62.690
Port of Inkoo,60.042
,24.007
Port of Sines,37.942
,-8.8675
Port of Charlestown,17.136
,-62.631
Port of Pennington,4.2889
,5.8878
Circolo Nautico Carbonifera,42.950
,10.682
Port of Berwick,55.763
,-1.9992
Port of Ambon,-3.6961
,128.17
Iwaki Harbor,37.001
,140.98
Port of Sungai Pakning,1.3444
,102.16
Port of Vopnafjordur,65.756
,-14.821
Port of Vopnafjordur,65.756
,-14.822
Port of Ringkobing,56.088
,8.2375
Tangier Harbor,44.799
,-62.689
Port of Lagny-Saint Thibault,48.880
,2.6964
Lynaes Havn,55.943
,11.867
Porto di Le Vignole,45.444
,12.425
Port of Tropea,38.681
,15.904
Harwich Harbor,51.948
,1.2875
Punta Loyola,-51.611
,-69.010
Port of Abbot Point,-19.883
,148.08
Port of Nea Styra,38.177
,24.207
Port of Taichung,24.258
,120.51
Port of Unggi Hang,42.332
,130.46
Elbeharbour,53.889
,9.1747
Port of Faeringehavn,63.698
,-51.544
Port of Ostrica,29.370
,-89.543
San Joaquin Harbor,38.018
,-121.75
Port of Tacloban,11.248
,125.00
Port of Fowey,50.336
,-4.6328
Port of Klawock,55.554
,-133.09
Port of Banaba,-0.86889
,169.54
Port of Wuhu,31.330
,118.35
Port of Uusikaupunki,60.795
,21.383
Port of Catskill,42.212
,-73.860
Port of Berdyansk,46.751
,36.777
Port of Woodbridge Bay,15.312
,-61.389
Port of Chalna,22.601
,89.526
Two Harbors,33.439
,-118.50
Port of Novgorod,56.293
,44.121
Port of Fomboni,-12.290
,43.755
Port of Almirante,9.2911
,-82.393
Mont Louis Harbor,49.232
,-65.732
Port of Phnom Penh,11.583
,104.92
Goose Bay Harbor,53.384
,-60.348
Port Neches,30.007
,-93.965
Port of Ketchikan,55.347
,-131.67
Freeport Container Port,26.524
,-78.767
Calal de Caronte,43.403
,5.0253
Port of Siracusa,37.066
,15.290
Puerto Rico Harbor,27.782
,-15.713
Port of Oarai,36.306
,140.58
Port of Paranagua,-25.501
,-48.521
Larymna Harbor,38.566
,23.291
Port of Stewart,55.929
,-129.99
Iyo Harbor,33.766
,132.69
Port of Strahan,-42.158
,145.32
Port of Foshan,22.979
,113.12
Port of Danao Escalante,10.820
,123.56
Port of Davao,7.1083
,125.66
Port of Catbalogan,11.777
,124.88
Port of Racine,42.733
,-87.777
Wadi Feiran Terminal,28.739
,33.205
Port of Norfolk,36.902
,-76.298
Port de Saint Laurent du Var,43.656
,7.1833
Port of St. Joseph,39.748
,-94.859
Port of Crinan,56.091
,-5.5572
Bogense Haven,55.568
,10.079
Port of Saint George's,12.047
,-61.751
Port of Godbout,49.323
,-67.590
Ronne Havn,55.096
,14.690
Port of Iligan,8.2322
,124.23
Torre Pali Marina,39.838
,18.208
Port of Manchester,53.471
,-2.2917
Tuktoyaktuk Harbor,69.431
,-132.99
Port Medway,44.131
,-64.576
Port of Sydney,-33.862
,151.19
Port of Mundra,22.737
,69.708
Port of Lady Barron,-40.214
,148.24
Beckingham Wharf,53.400
,-0.78000
Port of San Benedetto del Tronto,42.956
,13.888
Port of Etajima,34.234
,132.45
Port of Immingham,53.627
,-0.19167
Pemiscot County Port,36.231
,-89.701
Port of Bhavnagar,21.770
,72.209
Le port de La Trinite sur Mer,47.589
,-3.0253
Port of Brandenburg an der Havel,52.416
,12.540
Port of Savusavu,-16.818
,179.31
Port of Bellingham,48.741
,-122.50
Port of Eufaula,31.907
,-85.144
Port of Ornskoldsvik,63.276
,18.731
Port of Jayapura,-2.5494
,140.71
Port of Kristinehamn,59.313
,14.086
Port of Fushiki,36.776
,137.11
Calapan Terminal,13.428
,121.19
Port of Zhangjiabu,37.008
,122.17
Puerto de Puerto Chicama,-7.6936
,-79.440
Port of Roccella Ionica,38.327
,16.433
Port of Nordenham,53.488
,8.4931
Quonset Point,41.585
,-71.422
Port of Chester,39.840
,-75.361
Port d'Evian,46.403
,6.6017
Port of Vigo,42.243
,-8.7317
Ryde Harbor,50.735
,-1.1567
Port of Cetraro,39.527
,15.919
Vineyard Haven Harbor,41.456
,-70.599
Port of Klickitat,45.712
,-121.47
Port of Shimonoseki,33.934
,130.90
Port of Miike,33.012
,130.41
Gosport Marina,50.795
,-1.1167
Porto di Agropoli,40.352
,14.982
Port of Bushehr,28.985
,50.839
Breakwater Harbor,38.791
,-75.108
Port of Puerto Bolivar,-3.2625
,-80.004
Port of Manicore,-5.8119
,-61.298
Port of Muntok,-2.0714
,105.17
Port of Kilwa Kivinje,-8.7439
,39.414
Port of Fethiye,36.626
,29.103
Port de la Salis,43.569
,7.1311
Port of Murom,55.574
,42.071
Port of Ayvalik,39.320
,26.691
Port of Imatra,61.212
,28.718
Port of Coleraine,55.133
,-6.6750
Port Etel,47.659
,-3.2075
Caracas Bay,12.078
,-68.864
Port of Matadi,-5.8192
,13.453
Seaton Sluice Harbor,55.084
,-1.4739
Port of Philadelphia,39.895
,-75.135
Port of Jiujiang,29.733
,115.98
Port of Wanxian,30.800
,108.40
Clarecastle Harbour,52.812
,-8.9564
Port of Ciro Marina,39.370
,17.135
Port of Douro,40.643
,-8.7417
Port of Arbroath,56.555
,-2.5839
Puerto de la Cruz,28.418
,-16.549
Port of Itaqui,-2.5694
,-44.371
Port of Freetown,8.4942
,-13.212
Port of Tonnay-Charente,45.942
,-0.89194
Port of Freetown,8.4942
,-13.213
Port of Tartous,34.906
,35.864
Port of Hallekis,58.634
,13.442
Port of Dili,-8.5517
,125.58
Port of Puerto Castilla,16.005
,-85.973
Puerto de Mogan,27.817
,-15.765
Mont Louis Harbor,49.233
,-65.729
Soma Harbor,37.841
,140.96
Port of Kalamata,37.023
,22.113
Kavala Central Port Authority,40.931
,24.403
Port of Karlshamn,56.163
,14.863
Puerto de Samanco,-9.2558
,-78.498
Port of Plomin,45.129
,14.183
Clarecastle Harbour,52.812
,-8.9572
Castro Porto,40.001
,18.427
Riposto Harbor,37.731
,15.209
Port of Szczecin,53.431
,14.587
Port of Rio Gallegos,-51.612
,-69.219
Port of Banda Aceh,5.5633
,95.305
Playa de Humacao,18.163
,-65.743
Port of Dumaguete,9.3139
,123.31
Jurong Port,1.3044
,103.72
Port of Oshawa,43.867
,-78.824
Port of Onega,63.920
,38.045
Port of Bau-Bau,-5.4544
,122.61
Port of Isabel,10.907
,124.43
Freeport of Riga,57.008
,24.091
Port of Conflans-fin-d'Oise,48.990
,2.0889
Dunvegan Harbor,57.441
,-6.5903
Port of Fecamp,49.762
,0.37111
Port Canaveral,28.412
,-80.609
Port of Maratea,39.988
,15.709
Sakskobing Havn,54.803
,11.634
Puerto de Eten,-6.9353
,-79.868
Vostochny Port,42.748
,133.07
Port of Cozumel,20.495
,-86.962
Port of Caleta Coloso,-23.757
,-70.465
Knightstown Harbor,51.926
,-10.287
Port of Morehead City,34.720
,-76.699
Port of Alotau,-10.316
,150.45
Port of Manila,14.524
,120.95
Port of Dafni,40.214
,24.222
Port of Bruges-Zeebrugge,51.336
,3.2072
Port of Nashville,36.180
,-86.782
Comox Harbor,49.671
,-124.93
Port of Quimper,47.989
,-4.1128
Port of Stevns Pier,55.323
,12.452
Charlestown Harbor,50.331
,-4.7564
Port of Cheboygan,45.654
,-84.467
Contrecoeur Harbor,45.860
,-73.238
Port of Laurium,37.710
,24.060
Port of Tsuruga,35.669
,136.07
Aki Harbor,33.500
,133.89
Port of Sinop,42.023
,35.148
Kirkwall Harbor,58.986
,-2.9592
Port of Palm Beach,26.768
,-80.051
Port of New Bedford,41.638
,-70.916
Mailiao Harbor,23.789
,120.19
Wyman Harbor,44.509
,-67.856
Lyme Regis Harbour,50.720
,-2.9369
Port of Savannah,32.111
,-81.126
Port of Pataholm,56.911
,16.441
Hoshihara Harbor,30.603
